CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category
713303733,Existing Customer,53,M,1,Graduate,Married,$120K +
711129483,Existing Customer,45,M,3,Graduate,Married,$60K - $80K
779618433,Existing Customer,48,M,4,Uneducated,Single,$40K - $60K
797757333,Existing Customer,43,M,3,Post-Graduate,Married,$60K - $80K
814497483,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K
709623483,Existing Customer,56,M,2,High School,Married,$120K +
709056558,Existing Customer,43,F,3,College,Married,$40K - $60K
708238833,Existing Customer,57,F,3,High School,Married,Less than $40K
813261408,Existing Customer,52,F,1,Uneducated,Married,$40K - $60K
720424608,Existing Customer,56,F,1,Unknown,Married,Unknown
798022683,Attrited Customer,43,M,1,Graduate,Married,$80K - $120K
769756983,Existing Customer,38,M,3,Graduate,Married,$60K - $80K
712674183,Existing Customer,53,M,2,College,Married,$40K - $60K
708900408,Existing Customer,52,F,1,Graduate,Divorced,Unknown
713625483,Existing Customer,58,M,2,College,Married,$80K - $120K
716869458,Existing Customer,34,F,3,College,Single,Less than $40K
788723133,Existing Customer,36,M,1,High School,Single,$40K - $60K
794462133,Existing Customer,55,F,0,Graduate,Single,$40K - $60K
712604133,Existing Customer,54,M,1,Uneducated,Married,$80K - $120K
714397983,Existing Customer,36,M,2,College,Married,$40K - $60K
788269158,Existing Customer,35,F,2,Graduate,Single,Unknown
715898058,Existing Customer,53,M,2,Graduate,Married,$120K +
711906033,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K
711367308,Existing Customer,37,M,3,Uneducated,Single,$40K - $60K
790186458,Existing Customer,45,M,3,Uneducated,Single,$80K - $120K
712040433,Existing Customer,54,F,1,High School,Married,Less than $40K
709616958,Existing Customer,38,M,2,High School,Single,$60K - $80K
714633858,Existing Customer,35,F,2,College,Married,Less than $40K
794818833,Existing Customer,36,F,1,Uneducated,Single,Less than $40K
711219333,Existing Customer,33,M,1,Post-Graduate,Married,$120K +
713384508,Existing Customer,28,M,1,High School,Single,Less than $40K
772514808,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K
710808108,Existing Customer,34,F,3,College,Divorced,Less than $40K
778973658,Existing Customer,55,M,0,Doctorate,Married,$60K - $80K
712005108,Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K
804577833,Existing Customer,44,F,2,Graduate,Married,Less than $40K
715028283,Existing Customer,54,M,1,Graduate,Married,$80K - $120K
789786258,Existing Customer,39,M,2,High School,Married,$80K - $120K
715421058,Existing Customer,51,M,1,Unknown,Married,$60K - $80K
797166633,Existing Customer,47,M,2,Unknown,Single,$80K - $120K
711041508,Existing Customer,37,F,1,High School,Married,$40K - $60K
712847208,Existing Customer,47,F,3,Graduate,Unknown,$40K - $60K
779174133,Existing Customer,56,M,3,Uneducated,Married,$120K +
715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K
770871708,Existing Customer,62,M,0,Graduate,Married,$40K - $60K
772643058,Existing Customer,58,F,3,Graduate,Married,Less than $40K
718199133,Existing Customer,57,M,1,High School,Married,$80K - $120K
721475133,Existing Customer,54,F,1,Doctorate,Single,Unknown
766322883,Existing Customer,33,F,3,College,Single,$40K - $60K
771197433,Existing Customer,54,F,1,Graduate,Married,Less than $40K
709516458,Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K
716456808,Existing Customer,36,F,2,High School,Single,Less than $40K
716819958,Existing Customer,60,M,2,Graduate,Married,$60K - $80K
779449308,Existing Customer,46,F,4,High School,Single,Less than $40K
784891458,Existing Customer,55,M,1,Graduate,Married,$80K - $120K
790004883,Existing Customer,55,M,1,High School,Married,$80K - $120K
770262183,Existing Customer,31,M,0,Uneducated,Single,Less than $40K
715277583,Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K
815510883,Existing Customer,36,M,2,Post-Graduate,Single,$40K - $60K
713997183,Existing Customer,34,F,2,Unknown,Single,Less than $40K
715107033,Existing Customer,33,F,1,Graduate,Single,Less than $40K
720706008,Existing Customer,30,M,2,Post-Graduate,Single,$40K - $60K
710108133,Existing Customer,54,F,2,Graduate,Married,$40K - $60K
718983333,Existing Customer,53,M,2,Uneducated,Married,$80K - $120K
714030183,Existing Customer,59,M,0,Graduate,Single,$80K - $120K
710496708,Existing Customer,41,M,2,College,Single,$120K +
714935883,Existing Customer,45,M,3,Uneducated,Married,$40K - $60K
718972758,Existing Customer,50,F,2,Graduate,Married,Less than $40K
711827958,Existing Customer,57,M,2,Uneducated,Married,$60K - $80K
778724058,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K
809620833,Existing Customer,35,F,3,Unknown,Single,Unknown
718920708,Existing Customer,35,M,3,Graduate,Married,$60K - $80K
771051783,Existing Customer,53,M,3,High School,Married,$120K +
715970133,Existing Customer,33,F,4,College,Divorced,Less than $40K
806889633,Existing Customer,38,M,2,Uneducated,Married,$80K - $120K
717338733,Existing Customer,31,M,0,High School,Divorced,Less than $40K
779223858,Existing Customer,37,M,2,Graduate,Married,$60K - $80K
769980333,Existing Customer,36,M,1,Uneducated,Single,$80K - $120K
716112933,Attrited Customer,39,F,3,Graduate,Married,Unknown
788783133,Existing Customer,58,F,0,Post-Graduate,Married,Less than $40K
816325533,Existing Customer,39,F,1,Graduate,Married,Less than $40K
720113433,Existing Customer,61,M,0,Unknown,Single,$60K - $80K
717233058,Existing Customer,34,M,4,Unknown,Married,$40K - $60K
710233683,Existing Customer,55,M,3,Graduate,Married,$80K - $120K
778327908,Existing Customer,50,M,2,Uneducated,Single,Less than $40K
716400633,Existing Customer,33,M,3,High School,Single,$40K - $60K
787488108,Existing Customer,48,F,1,High School,Married,Unknown
771649083,Existing Customer,63,M,0,High School,Married,$80K - $120K
789853533,Attrited Customer,54,M,3,High School,Married,$40K - $60K
806256333,Attrited Customer,41,M,4,Graduate,Unknown,$60K - $80K
796336833,Existing Customer,51,M,3,Doctorate,Married,$80K - $120K
713763633,Existing Customer,54,F,2,Graduate,Married,Unknown
710942358,Existing Customer,47,M,4,Unknown,Single,$40K - $60K
713974533,Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K
787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K
719810583,Existing Customer,64,M,0,High School,Married,Less than $40K
717124983,Existing Customer,62,F,1,Uneducated,Married,$40K - $60K
787523283,Existing Customer,38,M,1,Graduate,Single,$80K - $120K
719493858,Existing Customer,52,F,2,Graduate,Married,Less than $40K
709897983,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K
717225258,Existing Customer,35,M,2,Graduate,Single,$120K +
803148033,Existing Customer,54,M,1,College,Married,$80K - $120K
779474958,Existing Customer,35,F,3,Unknown,Single,Less than $40K
712060158,Existing Customer,35,M,0,Doctorate,Single,$60K - $80K
713292933,Existing Customer,36,F,3,Graduate,Single,Unknown
710982858,Existing Customer,33,F,3,Graduate,Single,$40K - $60K
714542058,Existing Customer,53,M,1,Graduate,Unknown,$60K - $80K
712319058,Existing Customer,37,F,1,Uneducated,Married,Less than $40K
744483633,Existing Customer,35,M,3,Graduate,Married,$120K +
714947883,Existing Customer,59,M,1,Graduate,Married,$40K - $60K
788776908,Existing Customer,47,M,1,Unknown,Unknown,$80K - $120K
714802458,Existing Customer,48,F,3,High School,Single,$40K - $60K
721485708,Existing Customer,58,M,2,Uneducated,Married,$80K - $120K
716378658,Existing Customer,55,F,2,Unknown,Married,Less than $40K
713375658,Existing Customer,37,M,2,Graduate,Divorced,$40K - $60K
717828108,Existing Customer,57,M,2,Graduate,Married,$80K - $120K
788784258,Existing Customer,60,M,2,High School,Married,Unknown
718875483,Existing Customer,50,M,1,College,Married,$60K - $80K
811111083,Existing Customer,56,M,2,High School,Married,$60K - $80K
715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K
780197133,Existing Customer,40,M,4,Graduate,Single,$60K - $80K
719146008,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K
717727308,Existing Customer,50,F,1,Uneducated,Married,Less than $40K
718445883,Existing Customer,61,F,1,Uneducated,Married,Less than $40K
795997908,Existing Customer,36,M,2,High School,Married,$80K - $120K
710159658,Existing Customer,46,M,5,High School,Married,$120K +
716068683,Existing Customer,28,M,0,Uneducated,Divorced,Unknown
778844433,Existing Customer,49,M,5,Unknown,Single,$80K - $120K
715161633,Existing Customer,44,F,4,High School,Single,$40K - $60K
773270058,Existing Customer,57,M,5,High School,Married,$80K - $120K
714120258,Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K
720076458,Existing Customer,57,M,2,Uneducated,Married,$80K - $120K
720693033,Attrited Customer,33,M,1,Unknown,Married,$60K - $80K
719978583,Existing Customer,46,M,2,High School,Married,$60K - $80K
712784058,Attrited Customer,45,F,2,High School,Divorced,Unknown
717261708,Existing Customer,53,M,1,Unknown,Married,$80K - $120K
803665983,Existing Customer,52,M,0,Unknown,Married,$60K - $80K
815838633,Existing Customer,34,M,1,Unknown,Married,$60K - $80K
826706208,Existing Customer,55,M,3,Graduate,Single,$80K - $120K
721218408,Existing Customer,53,M,4,High School,Married,$120K +
779484408,Existing Customer,37,M,1,Unknown,Married,$60K - $80K
710416533,Existing Customer,58,F,3,Unknown,Single,$40K - $60K
719706483,Existing Customer,33,M,3,High School,Married,$120K +
712206858,Existing Customer,39,M,3,Graduate,Married,$120K +
709886583,Existing Customer,37,F,2,High School,Single,Less than $40K
711040758,Existing Customer,32,M,0,Uneducated,Single,$40K - $60K
817197333,Existing Customer,26,F,1,Uneducated,Single,Unknown
718929708,Existing Customer,60,F,0,Graduate,Married,Less than $40K
721150833,Existing Customer,37,M,1,Graduate,Single,$80K - $120K
714514983,Existing Customer,43,F,5,Graduate,Married,Less than $40K
779888658,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K
715883358,Existing Customer,52,M,3,College,Married,$80K - $120K
713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +
772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K
820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K
721502958,Existing Customer,54,M,1,High School,Married,$120K +
708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K
710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K
708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K
826401858,Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K
709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K
710545158,Existing Customer,42,M,3,Unknown,Single,$120K +
788621658,Existing Customer,54,M,1,College,Married,$60K - $80K
716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K
712338033,Existing Customer,36,M,2,High School,Married,$80K - $120K
711639708,Existing Customer,42,M,3,Graduate,Single,$60K - $80K
720216108,Existing Customer,27,F,2,College,Divorced,Less than $40K
718708908,Existing Customer,58,M,4,Graduate,Married,$60K - $80K
802890333,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K
712965183,Existing Customer,63,F,2,Graduate,Married,Less than $40K
796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K
712816833,Existing Customer,56,F,0,High School,Married,Unknown
814829583,Existing Customer,42,F,3,Unknown,Single,Less than $40K
798769458,Existing Customer,29,F,1,High School,Single,Less than $40K
818034558,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K
719483358,Existing Customer,33,M,1,College,Married,$40K - $60K
719647383,Existing Customer,35,M,2,Graduate,Married,$80K - $120K
714909108,Existing Customer,33,F,3,Graduate,Single,Less than $40K
793678608,Existing Customer,46,M,4,Graduate,Single,$80K - $120K
720854358,Existing Customer,27,M,0,Unknown,Married,$40K - $60K
709126833,Existing Customer,42,M,3,College,Unknown,$120K +
788896983,Existing Customer,53,M,2,Graduate,Married,$60K - $80K
715731033,Existing Customer,50,M,3,Graduate,Single,$120K +
717636933,Existing Customer,48,F,5,College,Divorced,$40K - $60K
772658658,Existing Customer,57,M,2,High School,Single,$60K - $80K
755943033,Existing Customer,34,F,2,Graduate,Single,Less than $40K
772399983,Existing Customer,55,M,2,College,Single,$80K - $120K
826130133,Existing Customer,58,M,2,Graduate,Married,$120K +
719238183,Existing Customer,55,F,3,Graduate,Married,Less than $40K
802666083,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K
713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K
712774008,Existing Customer,59,M,0,Uneducated,Married,Less than $40K
717627333,Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K
779542608,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K
715322958,Existing Customer,43,F,3,Unknown,Married,Unknown
779100408,Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K
715352883,Existing Customer,49,F,2,Post-Graduate,Single,Unknown
789963033,Attrited Customer,54,F,1,Graduate,Single,Less than $40K
710687508,Existing Customer,65,M,0,High School,Married,Less than $40K
789656358,Existing Customer,49,F,5,Graduate,Married,$40K - $60K
715720083,Existing Customer,47,M,5,Unknown,Single,$80K - $120K
716584158,Existing Customer,51,M,4,High School,Married,$80K - $120K
815727183,Existing Customer,36,M,3,High School,Single,$80K - $120K
717066408,Existing Customer,36,M,2,Graduate,Married,$60K - $80K
708104658,Existing Customer,46,M,1,Graduate,Unknown,$40K - $60K
718016808,Existing Customer,62,F,0,Unknown,Married,Less than $40K
814571058,Existing Customer,30,F,1,College,Single,Less than $40K
714757908,Existing Customer,46,M,4,Graduate,Married,$120K +
710345808,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K
814752558,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K
721284258,Existing Customer,53,M,2,Unknown,Married,$80K - $120K
719336583,Existing Customer,55,M,2,Uneducated,Married,$120K +
797638383,Existing Customer,49,F,4,High School,Married,Less than $40K
708434733,Existing Customer,56,M,1,Graduate,Married,$60K - $80K
711802758,Existing Customer,63,M,1,Graduate,Married,$40K - $60K
720620058,Existing Customer,41,M,4,High School,Unknown,$80K - $120K
819169683,Existing Customer,34,M,2,Unknown,Married,$40K - $60K
709757583,Existing Customer,35,M,0,Unknown,Married,$120K +
789307833,Existing Customer,44,M,4,College,Unknown,$120K +
823912308,Existing Customer,38,F,3,Graduate,Married,Less than $40K
720746208,Existing Customer,52,M,1,Graduate,Married,$80K - $120K
709121283,Existing Customer,54,M,3,Uneducated,Married,Less than $40K
714093108,Existing Customer,58,F,2,High School,Single,$40K - $60K
718368333,Existing Customer,26,M,0,College,Unknown,Less than $40K
806752533,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K
758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K
779473308,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K
709376508,Existing Customer,58,F,1,College,Married,Less than $40K
712589658,Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K
712141683,Existing Customer,48,F,3,High School,Single,Less than $40K
712494108,Existing Customer,38,M,2,Post-Graduate,Single,$60K - $80K
721350783,Existing Customer,54,M,2,High School,Married,$80K - $120K
710133858,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K
719152383,Existing Customer,35,F,4,Uneducated,Married,Less than $40K
715174158,Existing Customer,31,M,1,College,Married,$80K - $120K
780040758,Existing Customer,40,F,4,College,Married,$40K - $60K
719525358,Existing Customer,52,M,0,Graduate,Single,$80K - $120K
710892408,Existing Customer,57,F,1,High School,Married,Less than $40K
713295183,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K
789871233,Existing Customer,49,M,3,High School,Married,$80K - $120K
712663533,Existing Customer,40,M,4,High School,Single,$40K - $60K
820906233,Existing Customer,45,M,2,Graduate,Married,$40K - $60K
821163408,Existing Customer,41,M,3,Unknown,Married,$80K - $120K
708947208,Existing Customer,36,M,2,Graduate,Single,$80K - $120K
715261458,Existing Customer,37,F,1,Graduate,Single,Less than $40K
789310833,Existing Customer,44,F,3,College,Divorced,$40K - $60K
818294958,Existing Customer,52,M,2,College,Married,$120K +
713902983,Existing Customer,42,F,3,High School,Married,Less than $40K
771693933,Existing Customer,62,F,1,Graduate,Married,Less than $40K
827984658,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K
789012633,Existing Customer,30,F,0,Graduate,Single,Less than $40K
807237783,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K
803408733,Existing Customer,32,M,2,High School,Divorced,$60K - $80K
824667708,Existing Customer,32,F,1,Graduate,Single,Less than $40K
807165033,Existing Customer,49,M,3,Post-Graduate,Single,$60K - $80K
809984133,Existing Customer,37,M,2,Doctorate,Single,$120K +
718949433,Existing Customer,42,F,3,College,Single,Unknown
751227183,Existing Customer,36,M,2,Unknown,Single,$80K - $120K
716331408,Attrited Customer,52,F,4,Unknown,Married,Less than $40K
714199983,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K
774172158,Existing Customer,29,M,1,Unknown,Single,$60K - $80K
708171858,Existing Customer,33,F,3,Post-Graduate,Married,$40K - $60K
709074108,Existing Customer,36,M,2,College,Single,$60K - $80K
721304133,Existing Customer,36,F,4,High School,Married,Less than $40K
787430733,Existing Customer,56,F,2,High School,Married,$40K - $60K
711225933,Existing Customer,28,M,1,High School,Divorced,Less than $40K
717478983,Existing Customer,31,F,2,Uneducated,Divorced,Less than $40K
720949083,Existing Customer,44,F,3,Uneducated,Single,Less than $40K
712851108,Existing Customer,51,F,3,High School,Married,Unknown
713151258,Existing Customer,55,M,3,Graduate,Single,$40K - $60K
799731033,Existing Customer,34,F,2,Doctorate,Single,Less than $40K
822138333,Existing Customer,61,F,0,Graduate,Single,$40K - $60K
708532308,Existing Customer,37,M,2,Uneducated,Single,$60K - $80K
713718558,Existing Customer,46,M,3,Graduate,Married,$40K - $60K
778939683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K
713322633,Existing Customer,54,M,1,Graduate,Married,$40K - $60K
754671558,Existing Customer,50,F,3,Unknown,Single,Less than $40K
719291283,Existing Customer,36,F,4,High School,Single,Less than $40K
720659283,Existing Customer,37,M,5,Graduate,Married,$60K - $80K
719535558,Existing Customer,47,M,4,College,Divorced,$40K - $60K
771032658,Existing Customer,54,M,3,Unknown,Married,$80K - $120K
709468683,Existing Customer,64,F,0,High School,Married,Less than $40K
719455908,Existing Customer,48,M,3,Graduate,Married,$80K - $120K
816890883,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K
709826058,Existing Customer,49,M,2,Unknown,Married,$80K - $120K
735008958,Existing Customer,42,M,5,Unknown,Married,$60K - $80K
713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K
719148633,Existing Customer,53,F,2,Graduate,Married,Less than $40K
789266208,Existing Customer,56,M,2,High School,Married,$80K - $120K
718373658,Existing Customer,41,M,3,College,Single,$60K - $80K
712255458,Existing Customer,37,M,3,High School,Single,$60K - $80K
789494133,Existing Customer,30,M,0,High School,Married,Less than $40K
714178458,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K
717595908,Existing Customer,54,M,1,High School,Married,$60K - $80K
798114033,Existing Customer,46,M,2,Graduate,Married,$60K - $80K
709479558,Existing Customer,36,F,4,College,Single,Less than $40K
778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +
719363283,Existing Customer,59,F,0,Doctorate,Single,Less than $40K
716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K
719882583,Existing Customer,44,M,5,Graduate,Single,$60K - $80K
711076533,Existing Customer,65,M,0,College,Divorced,Less than $40K
820651908,Existing Customer,46,F,3,Graduate,Single,$40K - $60K
710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K
797468658,Existing Customer,53,M,3,High School,Married,$120K +
716375883,Existing Customer,53,F,3,Uneducated,Married,Unknown
711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K
721083258,Existing Customer,37,F,4,High School,Divorced,$40K - $60K
717986058,Existing Customer,29,F,0,High School,Single,Less than $40K
804610908,Existing Customer,49,F,2,Doctorate,Married,Less than $40K
717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K
770952933,Existing Customer,53,F,1,Unknown,Married,Less than $40K
713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K
755365233,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K
715105908,Existing Customer,28,F,0,Graduate,Single,Unknown
712658283,Existing Customer,36,F,3,Graduate,Single,$40K - $60K
708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K
713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K
710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K
713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K
720000708,Existing Customer,32,F,0,Graduate,Married,Unknown
718934058,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K
710607408,Existing Customer,37,F,3,High School,Single,Unknown
717613233,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K
821710308,Existing Customer,38,F,3,Uneducated,Single,Less than $40K
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K
720430083,Existing Customer,65,M,0,High School,Unknown,Less than $40K
712071708,Existing Customer,63,F,0,Graduate,Married,Less than $40K
770721858,Existing Customer,65,M,1,Graduate,Married,Less than $40K
751381458,Existing Customer,43,F,3,College,Married,Unknown
715629783,Existing Customer,51,M,1,Graduate,Married,$40K - $60K
768886533,Existing Customer,37,M,3,Graduate,Married,$60K - $80K
711023508,Existing Customer,55,F,1,Graduate,Married,Unknown
711291558,Existing Customer,27,M,0,Uneducated,Single,$60K - $80K
714929283,Existing Customer,34,F,0,High School,Married,$40K - $60K
716285358,Existing Customer,32,F,1,College,Divorced,Less than $40K
710958033,Existing Customer,49,F,5,Uneducated,Single,Less than $40K
711368283,Existing Customer,39,M,2,Unknown,Married,$80K - $120K
807275733,Existing Customer,27,M,0,Post-Graduate,Single,Unknown
708231183,Existing Customer,30,M,1,Uneducated,Divorced,Unknown
789690483,Existing Customer,39,M,4,High School,Married,$80K - $120K
789338583,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K
717411483,Existing Customer,55,M,4,College,Divorced,$80K - $120K
720799608,Existing Customer,57,F,2,Graduate,Married,$40K - $60K
714112383,Existing Customer,53,M,2,Graduate,Married,$120K +
717994608,Existing Customer,51,M,0,Graduate,Married,$80K - $120K
798558783,Existing Customer,47,M,3,Graduate,Married,Less than $40K
716875083,Existing Customer,26,F,0,High School,Single,$40K - $60K
714603558,Existing Customer,37,M,2,High School,Single,$40K - $60K
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K
801989733,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K
789504183,Existing Customer,37,M,4,Graduate,Single,$120K +
714574083,Existing Customer,36,F,3,Graduate,Single,Less than $40K
717978033,Existing Customer,36,F,1,High School,Single,Less than $40K
711256908,Existing Customer,39,M,2,High School,Single,$60K - $80K
721023708,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K
714522258,Existing Customer,56,F,2,Graduate,Married,Less than $40K
714247458,Existing Customer,56,F,4,Uneducated,Single,Unknown
780416433,Existing Customer,38,M,2,Unknown,Married,Less than $40K
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +
712700358,Existing Customer,36,F,4,Uneducated,Single,Less than $40K
779873508,Existing Customer,51,F,0,High School,Married,Less than $40K
779342958,Existing Customer,26,F,0,College,Married,$40K - $60K
711738333,Existing Customer,34,M,2,Graduate,Married,$80K - $120K
709413933,Attrited Customer,56,M,2,High School,Single,$40K - $60K
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +
708132783,Existing Customer,47,F,3,Uneducated,Single,Unknown
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K
710092683,Existing Customer,38,M,2,College,Married,$80K - $120K
779284833,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K
713426358,Existing Customer,28,F,0,College,Married,Unknown
717132633,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +
767587833,Existing Customer,44,M,3,Unknown,Single,$120K +
714954033,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K
716154258,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K
755399433,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K
709876008,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K
709918158,Existing Customer,43,M,3,High School,Married,$80K - $120K
713350908,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K
715759458,Existing Customer,43,M,3,Graduate,Single,$80K - $120K
713976258,Existing Customer,51,F,3,Graduate,Single,Less than $40K
790174608,Existing Customer,37,M,1,Doctorate,Single,$80K - $120K
771335358,Existing Customer,37,M,2,College,Divorced,$40K - $60K
708382083,Existing Customer,49,M,5,High School,Married,$80K - $120K
771829758,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K
767333808,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K
721385433,Existing Customer,64,M,0,Unknown,Married,Less than $40K
794293908,Existing Customer,36,F,3,College,Single,Unknown
720409608,Existing Customer,45,M,3,High School,Married,$120K +
717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K
715455708,Existing Customer,47,M,3,Graduate,Single,$80K - $120K
719108358,Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K
769323183,Existing Customer,51,M,4,Uneducated,Single,$120K +
820020258,Existing Customer,55,F,1,High School,Single,$40K - $60K
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +
807349158,Existing Customer,36,M,4,Doctorate,Divorced,$120K +
710799783,Existing Customer,35,M,2,Unknown,Married,$120K +
778456983,Existing Customer,38,F,2,Unknown,Single,Less than $40K
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K
711659958,Existing Customer,65,F,0,Graduate,Married,$40K - $60K
798988983,Existing Customer,51,F,2,Uneducated,Married,Less than $40K
710760258,Existing Customer,50,F,3,High School,Married,Less than $40K
799700208,Existing Customer,38,M,2,Graduate,Single,$60K - $80K
772401933,Existing Customer,36,F,1,Unknown,Single,Less than $40K
787460883,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K
770937183,Existing Customer,40,F,4,Graduate,Single,Less than $40K
715468083,Existing Customer,40,F,2,Doctorate,Married,Unknown
807161508,Existing Customer,26,M,1,Unknown,Single,Less than $40K
772268058,Existing Customer,46,F,4,Uneducated,Single,Less than $40K
710166783,Existing Customer,49,F,1,Graduate,Married,Less than $40K
804820233,Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K
714011358,Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K
712401033,Existing Customer,36,M,1,Unknown,Single,Less than $40K
771212508,Existing Customer,34,F,2,Unknown,Single,Less than $40K
821150958,Existing Customer,52,M,5,Graduate,Single,$80K - $120K
792272658,Existing Customer,40,M,3,Graduate,Single,$80K - $120K
809818008,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K
803231058,Existing Customer,53,M,3,High School,Single,Less than $40K
715698633,Existing Customer,40,F,2,Unknown,Married,Less than $40K
720450108,Existing Customer,54,M,1,Graduate,Married,$40K - $60K
719076858,Existing Customer,34,M,4,College,Single,$60K - $80K
720016308,Existing Customer,62,F,1,Unknown,Single,Less than $40K
712443558,Existing Customer,39,F,1,College,Single,Unknown
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +
788122533,Existing Customer,56,F,1,Graduate,Married,Less than $40K
709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K
713039808,Existing Customer,45,M,4,College,Married,Less than $40K
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K
